"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"9679" 504 394 "en" "http://www.twitter.com/ComelyyBliss" "ComelyyBliss" "10923" "Hope hurricane sandy is in full effect on Halloween ??" "Twitter for iPhone" "40.78461232" "-74.01545375" "" "" "http://twitter.com/ComelyyBliss/statuses/262205319810265088" "" "" "" "" "" "2012-10-27T14:53:14.000Z" 27 14 53 14 "10-27 14:53" "" "" "" "post"
"9818" 353 259 "en" "http://www.twitter.com/cjlpratte" "cjlpratte" "1695" "?@capitalweather: Sandy still huge w/ hurricane-force winds 100mi from center &amp; tropical-storm winds incredible 450 miles? #fb" "Twitter for iPhone" "38.90311253" "-77.00282655" "45" "" "http://twitter.com/cjlpratte/statuses/262209880293789697" "" "" "" "" "" "2012-10-27T15:11:21.000Z" 27 15 11 21 "10-27 15:11" "0" "fb" "capitalweather" "post"
"9976" 134 305 "en" "http://www.twitter.com/shanedog2" "shanedog2" "3255" "We've got Hurricane Sandy coming up the coast a snow storm coming from the west, arctic air is coming from the north. Not a good combination" "iOS" "42.094405" "-78.487509" "27" "" "http://twitter.com/shanedog2/statuses/262214764493688834" "" "" "" "" "" "2012-10-27T15:30:46.000Z" 27 15 30 46 "10-27 15:30" "0" "" "" "post"
"10121" 2 10 "fr" "http://www.twitter.com/lianaawfrederic" "lianaawfrederic" "2359" "#Sandy ooz ?I am sure that is? and it also perfectly, it is all over again" "dlvr.it" "27.45215531" "-81.190625" "13" "" "http://twitter.com/lianaawfrederic/statuses/262219610915475457" "" "" "" "" "" "2012-10-27T15:50:01.000Z" 27 15 50 1 "10-27 15:50" "" "Sandy" "" "post"
"10253" 64 142 "es" "http://www.twitter.com/Fajardo503" "Fajardo503" "600" "@mauril0pES No es el Hurac?n Sandy, ni Troya, ni el Terremoto del 86, ni la 3? guerra mundial. Es #NeronQuijano reordenando la capital" "Twitter for iPhone" "32.80477278" "-96.68483499" "41" "" "http://twitter.com/Fajardo503/statuses/262224371735732225" "" "" "" "" "" "2012-10-27T16:08:56.000Z" 27 16 8 56 "10-27 16:08" "" "NeronQuijano" "mauril0pES" "post"
"10378" 1879 1761 "nl" "http://www.twitter.com/denisdoeland" "denisdoeland" "6931" "@frackers ben jij je ook aan t ingraven? #sandy #hurricane" "Twitter for iPhone" "40.71567997" "-74.00924269" "62" "" "http://twitter.com/denisdoeland/statuses/262229254102732801" "" "" "" "" "" "2012-10-27T16:28:20.000Z" 27 16 28 20 "10-27 16:28" "" "sandy,hurricane" "frackers" "post"
"10515" 957 984 "en" "http://www.twitter.com/JViXxeN23" "JViXxeN23" "7436" "The #Stores are crazy right now becuz of #Sandy" "Twitter for iPhone" "40.0610776" "-75.07884161" "38" "" "http://twitter.com/JViXxeN23/statuses/262233468996575232" "" "" "" "" "" "2012-10-27T16:45:05.000Z" 27 16 45 5 "10-27 16:45" "0" "Stores,Sandy" "" "post"
"10662" 7 6 "fr" "http://www.twitter.com/riaubsales" "riaubsales" "2828" "OH LORD: We really wish our son had stumbled upon this before http://t.co/HUNf85Ku #GottaAceMySATexam ?. #Sandy pqu" "dlvr.it" "43.0547813" "-75.03828125" "13" "" "http://twitter.com/riaubsales/statuses/262238233591681024" "" "" "" "" "" "2012-10-27T17:04:01.000Z" 27 17 4 1 "10-27 17:04" "" "GottaAceMySATexam,Sandy" "" "post"
"10794" 851 616 "en" "http://www.twitter.com/dpwillis732" "dpwillis732" "1591" "Anti price gouging rules snap in place with emergency declaration. Prices can't rise more than 10pct #Sandy #frankenstorm #NJ" "Twitter for iPhone" "40.78122875" "-74.50817236" "46" "" "http://twitter.com/dpwillis732/statuses/262240190620393472" "" "" "" "" "" "2012-10-27T17:11:48.000Z" 27 17 11 48 "10-27 17:11" "0" "Sandy,frankenstorm" "" "post"
"10917" 346 462 "en" "http://www.twitter.com/EimearKelleher" "EimearKelleher" "6603" "Preparing for Hurricane Sandy. #StormsAComing" "Twitter for iPhone" "40.74513598" "-73.91380563" "41" "" "http://twitter.com/EimearKelleher/statuses/262245411371229186" "" "" "" "" "" "2012-10-27T17:32:33.000Z" 27 17 32 33 "10-27 17:32" "" "StormsAComing" "" "post"
"11025" 194 687 "en" "http://www.twitter.com/linuxpunk81" "linuxpunk81" "6060" "Eating my last meal before a Sandy doom (@ Groton Townhouse Family Restaurant) http://t.co/LW4TkNOJ" "foursquare" "41.37139397" "-72.072507" "35" "" "http://twitter.com/linuxpunk81/statuses/262250208719679488" "" "" "" "" "" "2012-10-27T17:51:36.000Z" 27 17 51 36 "10-27 17:51" "0" "" "" "post"
"11137" 1121 1992 "en" "http://www.twitter.com/Furyus" "Furyus" "1973" "East coast Sandy's coming Be prepared." "Twitter for Windows Phone" "38.83333015" "-77.19924068" "37" "" "http://twitter.com/Furyus/statuses/262254347793080320" "" "" "" "" "" "2012-10-27T18:08:03.000Z" 27 18 8 3 "10-27 18:08" "0" "" "" "post"
"11256" 171 439 "en" "http://www.twitter.com/TylerBiedka" "TylerBiedka" "13354" "That's me.  @ In Sandy's path http://t.co/lLjQZ1QA" "Instagram" "40.20484543" "-74.69348145" "40" "" "http://twitter.com/TylerBiedka/statuses/262259562327994368" "" "" "" "" "" "2012-10-27T18:28:46.000Z" 27 18 28 46 "10-27 18:28" "0" "" "" "post"
"11377" 373 345 "en" "http://www.twitter.com/Edible_Red" "Edible_Red" "13333" "i need to let Sandy go somewhere becuz my nerves r extremely bad.." "Twitter for iPhone" "29.63270796" "-95.58335804" "46" "" "http://twitter.com/Edible_Red/statuses/262264297567166464" "" "" "" "" "" "2012-10-27T18:47:35.000Z" 27 18 47 35 "10-27 18:47" "" "" "" "post"
"11500" 301 862 "en" "http://www.twitter.com/JuddlyDoRite" "JuddlyDoRite" "2677" "@Makers_Moose Hurricane Sandy wont know what Chris Browned her!" "Twitter for iPhone" "39.11871216" "-77.5489985" "44" "http://twitter.com/Makers_Moose/statuses/262268895220625408" "http://twitter.com/JuddlyDoRite/statuses/262269137500401665" "" "" "" "" "" "2012-10-27T19:06:49.000Z" 27 19 6 49 "10-27 19:06" "" "" "Makers_Moose" "post"
"11626" 44 411 "en" "http://www.twitter.com/xo_valeriie" "xo_valeriie" "431" "Thank youu sandy! No class on tuesday :D !" "Twitter for Android" "39.9161077" "-75.1737614" "25" "" "http://twitter.com/xo_valeriie/statuses/262274472160141312" "" "" "" "" "" "2012-10-27T19:28:01.000Z" 27 19 28 1 "10-27 19:28" "" "" "" "post"
"11750" 1913 1277 "en" "http://www.twitter.com/tommorton" "tommorton" "3100" "@British_Airways I have flights booked from Newark to LHR Monday - how can I rebook if Hurricane Sandy hits NYC?" "Twitter for iPhone" "40.76634592" "-73.97041751" "64" "" "http://twitter.com/tommorton/statuses/262279697432453120" "" "" "" "" "" "2012-10-27T19:48:47.000Z" 27 19 48 47 "10-27 19:48" "" "" "British_Airways" "post"
"11871" 53 149 "no" "http://www.twitter.com/Olavsen" "Olavsen" "3110" "Stay safe Brucebuds in the hurricane Sandy-area!" "Twitter for iPad" "59.13329926" "9.08232441" "29" "" "http://twitter.com/Olavsen/statuses/262283975660298240" "" "" "" "" "" "2012-10-27T20:05:47.000Z" 27 20 5 47 "10-27 20:05" "" "" "" "post"
"11990" 1897 344 "en" "http://www.twitter.com/GobbiGustavo" "GobbiGustavo" "148652" "HAHAHAHAAHAHAHAH RT @GdGkNews: Grande evento do Google sobre Android ? cancelado devido ao furac?o Sandy http://t.co/8g4al48X" "Tweetbot for iOS" "-9.64740529" "-35.70184584" "55" "" "http://twitter.com/GobbiGustavo/statuses/262289192539811840" "" "" "" "" "" "2012-10-27T20:26:31.000Z" 27 20 26 31 "10-27 20:26" "0" "" "GdGkNews" "post"
"12119" 58 73 "en" "http://www.twitter.com/CatiB" "CatiB" "195" "Pre-hurricane DC is just like East Germany. No bananas at #wholefoods. (Okay, there was no Whole Foods.) #Sandy" "Twitter for iPhone" "38.99645741" "-77.02438935" "34" "" "http://twitter.com/CatiB/statuses/262294455846047745" "" "" "" "" "" "2012-10-27T20:47:26.000Z" 27 20 47 26 "10-27 20:47" "" "wholefoods,Sandy" "" "post"
"12253" 190 104 "en" "http://www.twitter.com/RobertoLacayo" "RobertoLacayo" "607" "Coney Island ante la llegada de Sandy a nuestra area en unas 48 horas. Alcalde anuncia cambios en transporte publico. http://t.co/AqCcpIUL" "Twitter for BlackBerry?" "40.5756" "-73.98362" "43" "" "http://twitter.com/RobertoLacayo/statuses/262299517599240192" "" "" "" "" "" "2012-10-27T21:07:33.000Z" 27 21 7 33 "10-27 21:07" "0" "" "" "post"
"12390" 270 221 "en" "http://www.twitter.com/crystalkrnteach" "crystalkrnteach" "2061" "Actually dried &amp; fixed my hair for this class reunion &amp; its gonna be flat before we get there thanks to #sandy" "Twitter for Android" "35.91658577" "-78.06289107" "44" "" "http://twitter.com/crystalkrnteach/statuses/262305835814891520" "" "" "" "" "" "2012-10-27T21:32:39.000Z" 27 21 32 39 "10-27 21:32" "" "sandy" "" "post"
"12528" 150 298 "en" "http://www.twitter.com/Hurricane_Lane" "Hurricane_Lane" "484" "Just wrapped up an interview with the @RedCrossWPA about preparedness and what they are doing to prepare for #Sandy watch #kdka at 10 and 11" "Twitter for iPhone" "40.44222065" "-80.0054083" "29" "" "http://twitter.com/Hurricane_Lane/statuses/262312551990312960" "" "" "" "" "" "2012-10-27T21:59:20.000Z" 27 21 59 20 "10-27 21:59" "" "Sandy,kdka" "RedCrossWPA" "post"
"12657" 90 258 "en" "http://www.twitter.com/mrees1428" "mrees1428" "773" "If I don't have at least a day off next week for #HurricaneSandy, I'll never believe weather people ever again." "Twitter for iPhone" "40.5938684" "-74.09706095" "55" "" "http://twitter.com/mrees1428/statuses/262318095165706240" "" "" "" "" "" "2012-10-27T22:21:22.000Z" 27 22 21 22 "10-27 22:21" "0" "HurricaneSandy" "" "post"
"12771" 25 114 "en" "http://www.twitter.com/Sharmya27" "Sharmya27" "59" "Soooo I'm guessing Sandy is hitting us hard ??????.... There's no water at Costco!!!!!'" "Twitter for iPhone" "42.17394521" "-72.57437082" "19" "" "http://twitter.com/Sharmya27/statuses/262320371175403520" "" "" "" "" "" "2012-10-27T22:30:24.000Z" 27 22 30 24 "10-27 22:30" "" "" "" "post"
"12882" 48 166 "en" "http://www.twitter.com/SashaFB" "SashaFB" "268" "Mayor Bloomberg speaking Spanish gets me every time #HurricaneSandy" "Twitter for iPhone" "40.79662828" "-73.973224" "33" "" "http://twitter.com/SashaFB/statuses/262324612501753856" "" "" "" "" "" "2012-10-27T22:47:16.000Z" 27 22 47 16 "10-27 22:47" "" "HurricaneSandy" "" "post"
"12999" 297 292 "en" "http://www.twitter.com/UrkelByNature" "UrkelByNature" "20052" "Excited to have to give a tour in Hurricane Sandy tomorrow..doubt people will show up to get a tour..nevertheless I'm excited" "Twitter for iPhone" "40.34424686" "-74.65603337" "36" "" "http://twitter.com/UrkelByNature/statuses/262328978235355136" "" "" "" "" "" "2012-10-27T23:04:36.000Z" 27 23 4 36 "10-27 23:04" "0" "" "" "post"
"13113" 183 480 "en" "http://www.twitter.com/HooRayJeff" "HooRayJeff" "1337" "Glad to see Hurricane Sandy gone at @PerfectGameUSA and our film crew is rolling with the games. #PGTourney @GCsports http://t.co/1fQKi5dL" "foursquare" "26.89428752" "-80.11247374" "41" "" "http://twitter.com/HooRayJeff/statuses/262332594996273152" "" "" "" "" "" "2012-10-27T23:18:59.000Z" 27 23 18 59 "10-27 23:18" "0" "PGTourney" "PerfectGameUSA,GCsports" "post"
"13223" 8 40 "en" "http://www.twitter.com/Kdc29" "Kdc29" "437" "Yea yea sandy is coming is time for some heineken sex and some guns &amp; roses" "Twitter for iPhone" "40.79974087" "-73.95254348" "16" "" "http://twitter.com/Kdc29/statuses/262336437964386305" "" "" "" "" "" "2012-10-27T23:34:15.000Z" 27 23 34 15 "10-27 23:34" "" "" "" "post"
"13335" 6 52 "en" "http://www.twitter.com/Gianna_Garrick" "Gianna_Garrick" "13" "Omg u guys gotta follow @AHurricaneSandy ! This person is hilarious, no joke :-)" "Twitter for Android" "40.18800562" "-74.25786517" "" "" "http://twitter.com/Gianna_Garrick/statuses/262340662249263104" "" "" "" "" "" "2012-10-27T23:51:02.000Z" 27 23 51 2 "10-27 23:51" "" "" "AHurricaneSandy" "post"
"13447" 2483 405 "it" "http://www.twitter.com/lucasalvioli" "lucasalvioli" "1841" "Comunque per ora non c'? neanche vento, ma la parata di hallowen #Sandy" "Twitter for BlackBerry?" "39.28573" "-76.57707" "51" "" "http://twitter.com/lucasalvioli/statuses/262343698182967299" "" "" "" "" "" "2012-10-28T00:03:06.000Z" 28 0 3 6 "10-28 00:03" "0" "Sandy" "" "post"
"13567" 1139 461 "en" "http://www.twitter.com/pdxmama" "pdxmama" "6961" "#sandy is supposed to make landfall in NJ -- which is where I'm headed tomorrow morning." "Twitter for iPhone" "40.45929248" "-80.00883388" "43" "" "http://twitter.com/pdxmama/statuses/262350569547636736" "" "" "" "" "" "2012-10-28T00:30:24.000Z" 28 0 30 24 "10-28 00:30" "" "sandy" "" "post"
"13682" 47 58 "en" "http://www.twitter.com/rsybuchanan" "rsybuchanan" "1067" "Nothing screams 'hurricane preparedness' like a case of tequila &amp; a 5 gal. bucket of flan. #sandy" "Twitter for iPhone" "42.38165646" "-71.10728525" "29" "" "http://twitter.com/rsybuchanan/statuses/262355846820941824" "" "" "" "" "" "2012-10-28T00:51:22.000Z" 28 0 51 22 "10-28 00:51" "0" "sandy" "" "post"
"13807" 806 362 "en" "http://www.twitter.com/maria_alvim" "maria_alvim" "22207" "@_nathymonteiro Ah n?o amiga, para! Agora que me toquei que o show que vc falou ? 11/11 :O vou no show da Sandy esse dia! N?o creio, que bad" "Twitter for Android" "-22.9272177" "-43.1777317" "43" "http://twitter.com/_nathymonteiro/statuses/262360750956347392" "http://twitter.com/maria_alvim/statuses/262361351006060544" "" "" "" "" "" "2012-10-28T01:13:15.000Z" 28 1 13 15 "10-28 01:13" "" "" "_nathymonteiro" "post"
"13926" 3 0 "en" "http://www.twitter.com/apwxbeaverpa" "apwxbeaverpa" "1214" "...HIGH WIND WATCH MONDAY AFTERNOON THROUGH DAYTIME TUESDAY... .IF HURRICANE SANDY TURNS NORTHWESTWARD TOWARD THE... http://t.co/jmmw9bPQ" "dlvr.it" "40.67016095" "-80.28699951" "13" "" "http://twitter.com/apwxbeaverpa/statuses/262367343588544512" "" "" "" "" "" "2012-10-28T01:37:03.000Z" 28 1 37 3 "10-28 01:37" "" "" "" "post"
"14041" 42 90 "en" "http://www.twitter.com/Mkelso07" "Mkelso07" "173" "I'm at Wendy's (Sandy Springs, GA) http://t.co/XOQL6Zam" "foursquare" "33.93060983" "-84.34805065" "21" "" "http://twitter.com/Mkelso07/statuses/262372853402447873" "" "" "" "" "" "2012-10-28T01:58:57.000Z" 28 1 58 57 "10-28 01:58" "0" "" "" "post"
"14158" 521 1275 "en" "http://www.twitter.com/jasminejaymess" "jasminejaymess" "5284" "@AtkinsonWeather Where's Sandy @ now?" "Twitter for iPhone" "39.29514478" "-123.2037478" "40" "http://twitter.com/AtkinsonWeather/statuses/262373914603298816" "http://twitter.com/jasminejaymess/statuses/262377618182111233" "" "" "" "" "" "2012-10-28T02:17:53.000Z" 28 2 17 53 "10-28 02:17" "" "" "AtkinsonWeather" "post"
"14278" 233 186 "en" "http://www.twitter.com/isafanjoy" "isafanjoy" "5461" "@rosyyyy_ @ahurricanesandy @cikumakumi hahahaha I just retweeted basically everything you just retweeted hahahahaha" "Twitter for iPhone" "35.84829173" "-78.64400196" "41" "http://twitter.com/rosyyyy_/statuses/262382714353750017" "http://twitter.com/isafanjoy/statuses/262382908428410880" "" "" "" "" "" "2012-10-28T02:38:54.000Z" 28 2 38 54 "10-28 02:38" "" "" "rosyyyy_,AHurricaneSandy" "post"
"14399" 54 155 "en" "http://www.twitter.com/CheerPrincess26" "CheerPrincess26" "627" "Someone made a Twitter for Hurricane Sandy. #whohasthetimeforthat" "Twitter for iPhone" "41.2248572" "-77.03541574" "35" "" "http://twitter.com/CheerPrincess26/statuses/262387361038606336" "" "" "" "" "" "2012-10-28T02:56:36.000Z" 28 2 56 36 "10-28 02:56" "" "whohasthetimeforthat" "" "post"
"14512" 160 214 "en" "http://www.twitter.com/Mane_G6" "Mane_G6" "6823" "?@AFrankenStorm: HURRICANE SANDY AIN'T EVEN A SCARY NAME THO. I NEED A TERRIFYING NAME LIKE HURRICANE SHANAYNAY OR SUM SHIT.? Lmao" "Twitter for iPhone" "33.41108694" "-90.89139238" "45" "" "http://twitter.com/Mane_G6/statuses/262393988881981440" "" "" "" "" "" "2012-10-28T03:22:56.000Z" 28 3 22 56 "10-28 03:22" "" "" "AFrankenStorm" "post"
"14628" 232 190 "en" "http://www.twitter.com/gabbysita22" "gabbysita22" "3905" "the Hurricane Sandy twitter account is probably funnier than 1/3 of my followers. #sorrynotsorry LMAO, ?" "Mobile Web" "38.85737403" "-77.1179043" "34" "" "http://twitter.com/gabbysita22/statuses/262399500772048897" "" "" "" "" "" "2012-10-28T03:44:50.000Z" 28 3 44 50 "10-28 03:44" "" "sorrynotsorry" "" "post"
"14752" 450 556 "en" "http://www.twitter.com/tierrakay_" "tierrakay_" "6192" "Who makes a 'Hurricane Sandy' page , zee fuck ?" "Twitter for iPhone" "38.43575256" "-78.08605356" "38" "" "http://twitter.com/tierrakay_/statuses/262403841448869890" "" "" "" "" "" "2012-10-28T04:02:05.000Z" 28 4 2 5 "10-28 04:02" "" "" "" "post"
"14879" 72 96 "en" "http://www.twitter.com/Alex__Bridges" "Alex__Bridges" "2577" "Party in hurricane sandy!" "Twitter for iPhone" "35.7763785" "-78.63966737" "32" "" "http://twitter.com/Alex__Bridges/statuses/262409265283727360" "" "" "" "" "" "2012-10-28T04:23:38.000Z" 28 4 23 38 "10-28 04:23" "0" "" "" "post"
"15011" 151 135 "en" "http://www.twitter.com/badgalnai_" "badgalnai_" "2558" "phuck HURRICANE Sandy ? http://t.co/fUQLcqcO" "Twitter for Android" "39.8332417" "-75.39574171" "45" "" "http://twitter.com/badgalnai_/statuses/262414663587880960" "" "" "" "" "" "2012-10-28T04:45:06.000Z" 28 4 45 6 "10-28 04:45" "" "" "" "post"
"15134" 210 203 "en" "http://www.twitter.com/sukanick_megan" "sukanick_megan" "3036" "?@AHurricaneSandy: JUST TWERKED AND BLEW THE ROOF OFF A CHIPOTLE IM SORRY BUT A BITCH GOTTA WERK IT U KNO.? Lollol" "Twitter for iPhone" "40.61960856" "-75.42804021" "44" "" "http://twitter.com/sukanick_megan/statuses/262421756919296002" "" "" "" "" "" "2012-10-28T05:13:17.000Z" 28 5 13 17 "10-28 05:13" "" "" "AHurricaneSandy" "post"
"15271" 195 334 "en" "http://www.twitter.com/mirvin815" "mirvin815" "6226" "Forget about our footballs teams for a little while and Pray for the east coast and new england states as hurricane sandy approaches!" "Twitter for iPhone" "33.88072305" "-88.27241276" "44" "" "http://twitter.com/mirvin815/statuses/262436126281850880" "" "" "" "" "" "2012-10-28T06:10:22.000Z" 28 6 10 22 "10-28 06:10" "" "" "" "post"
"15417" 430 823 "en" "http://www.twitter.com/thecroftonshow" "thecroftonshow" "2726" "Are Sandy's clouds full of the Taliban or something? What gives?" "Twitter for Android" "36.1919882" "-86.7465048" "43" "" "http://twitter.com/thecroftonshow/statuses/262450797655248896" "" "" "" "" "" "2012-10-28T07:08:40.000Z" 28 7 8 40 "10-28 07:08" "0" "" "" "post"
"15589" 327 505 "en" "http://www.twitter.com/atrigg1107" "atrigg1107" "1544" "Ok so hurricane sandy is making her announcement... its already startin to rain :( kinda scared since they already talkin bout evacuating" "Twitter for Android" "38.96984208" "-76.27716438" "33" "" "http://twitter.com/atrigg1107/statuses/262470145950240769" "" "" "" "" "" "2012-10-28T08:25:33.000Z" 28 8 25 33 "10-28 08:25" "0" "" "" "post"
"15749" 143 244 "en" "http://www.twitter.com/mitchMT7" "mitchMT7" "236" "Leaving the east coast just before #sandy ... #cabo bound this week" "Twitter for iPhone" "37.50456092" "-77.34080206" "31" "" "http://twitter.com/mitchMT7/statuses/262495519417450497" "" "" "" "" "" "2012-10-28T10:06:23.000Z" 28 10 6 23 "10-28 10:06" "0" "sandy,cabo" "" "post"
"15874" 230 661 "en" "http://www.twitter.com/Watch48win" "Watch48win" "1608" "I want to go to @MartinsvilleSwy but have to prepare for #Sandy  @JimmieJohnson we will be rooting for you #LowesRacing" "Twitter for iPhone" "37.84518889" "-77.61767177" "44" "" "http://twitter.com/Watch48win/statuses/262512994850848768" "" "" "" "" "" "2012-10-28T11:15:49.000Z" 28 11 15 49 "10-28 11:15" "0" "Sandy,LowesRacing" "MartinsvilleSwy,JimmieJohnson" "post"
"16000" 528 24 "en" "http://www.twitter.com/heshanlk" "heshanlk" "446" "Hurricane Sandy set to make history as it aims at U.S. coast http://t.co/lrqrj6rI #sandy #nyc" "Twitter for iPhone" "40.61508409" "-74.1209239" "29" "" "http://twitter.com/heshanlk/statuses/262522300677619712" "" "" "" "" "" "2012-10-28T11:52:48.000Z" 28 11 52 48 "10-28 11:52" "0" "sandy,nyc" "" "post"
"16120" 28 50 "en" "http://www.twitter.com/Johana_8198" "Johana_8198" "3938" "I might be at work on a Sunday but I be home under my bed hiding from this bitch Sandy tomorrow and Tuesday ????????????????" "Twitter for iPhone" "40.78511241" "-73.11374391" "35" "" "http://twitter.com/Johana_8198/statuses/262528441788821504" "" "" "" "" "" "2012-10-28T12:17:12.000Z" 28 12 17 12 "10-28 12:17" "" "" "" "post"
